# X Y Z Label
497091.980 5419975.040 275.130 Powerline
497092.190 5419974.970 275.120 Powerline
497092.420 5419975.730 275.920 Powerline
497092.430 5419975.170 275.110 Car
497092.430 5419976.080 275.980 Roof
497092.440 5419975.540 275.130 Shrub
497092.440 5419976.450 276.030 Car
497092.810 5419975.090 275.120 Facade
497092.820 5419975.450 275.100 Roof
497092.820 5419975.730 275.380 Powerline
497092.840 5419975.490 275.030 Car
497092.870 5419975.200 275.140 Facade
497092.970 5419976.410 275.080 Car
497093.010 5419976.080 275.100 Roof
497093.040 5419975.740 275.080 Powerline
497093.080 5419975.420 275.080 Powerline
497093.110 5419975.100 275.090 Powerline
497093.660 5419976.440 275.130 Powerline
497093.700 5419976.100 275.140 Powerline
497093.740 5419975.760 275.110 Powerline
497093.770 5419975.150 275.100 Powerline
497093.780 5419975.430 275.110 Powerline
497093.780 5419975.540 275.110 Powerline
497093.790 5419975.940 275.110 Roof
497093.800 5419976.320 275.120 Car
497093.810 5419975.100 275.120 Roof
497093.890 5419976.480 275.150 Facade
497093.930 5419976.130 275.130 Powerline
497093.970 5419975.780 275.110 Shrub
497094.010 5419975.440 275.090 Powerline
497094.040 5419975.110 275.100 Car
497094.190 5419975.130 275.120 Powerline
497094.200 5419975.500 275.130 Car
497094.210 5419975.870 275.130 Powerline
497094.220 5419976.250 275.130 Powerline
497094.580 5419976.450 275.160 Powerline
497094.620 5419976.140 275.150 Car
497094.650 5419975.850 275.160 Powerline
497094.680 5419975.540 275.150 Car
497094.720 5419975.240 275.140 Powerline
497094.750 5419974.940 275.130 Powerline
497094.790 5419976.430 275.150 Car
497094.820 5419976.110 275.160 Car
497094.860 5419975.780 275.150 Powerline
497094.890 5419975.460 275.140 Powerline
497094.930 5419975.140 275.130 Powerline
497095.160 5419975.040 275.110 Powerline
497095.160 5419975.400 275.140 Powerline
497095.170 5419975.780 275.150 Powerline
497095.180 5419976.160 275.150 Powerline
497095.510 5419976.350 275.180 Powerline
497095.540 5419976.020 275.190 Powerline
497095.550 5419975.080 275.170 Powerline
497095.560 5419975.430 275.150 Powerline
497095.570 5419975.770 275.150 Powerline
497095.580 5419975.690 275.170 Powerline
497095.580 5419976.120 275.140 Powerline
497095.580 5419976.470 275.170 Powerline
497095.620 5419975.360 275.150 Powerline
497095.660 5419975.020 275.130 Powerline
497095.710 5419976.460 275.190 Powerline
497095.750 5419976.120 275.170 Powerline
497095.790 5419975.770 275.160 Powerline
497095.820 5419975.440 275.150 Powerline
497095.860 5419975.100 275.140 Powerline
497096.400 5419976.460 275.210 Powerline
497096.440 5419976.120 275.180 Powerline
497096.470 5419975.800 275.180 Powerline
497096.510 5419975.470 275.190 Powerline
497096.520 5419975.250 275.130 Powerline
497096.530 5419975.620 275.170 Powerline
497096.540 5419976.000 275.160 Powerline
497096.550 5419975.130 275.160 Powerline
497096.550 5419976.380 275.180 Powerline
497096.630 5419976.450 275.170 Powerline
497096.660 5419976.110 275.170 Powerline
497096.650 5419974.170 275.180 Powerline
497096.620 5419974.490 275.150 Powerline
497096.580 5419974.820 275.160 Powerline
497096.510 5419974.870 275.140 Powerline
497096.500 5419974.110 275.150 Powerline
497096.500 5419974.490 275.150 Powerline
497096.490 5419973.740 275.110 Powerline
497096.040 5419973.430 275.140 Powerline
497096.010 5419973.750 275.120 Powerline
497095.970 5419974.090 275.120 Powerline
497095.930 5419974.430 275.130 Powerline
497095.900 5419974.760 275.150 Powerline
497095.830 5419973.410 275.170 Powerline
497095.800 5419973.730 275.140 Powerline
497095.760 5419974.050 275.130 Powerline
497095.730 5419974.390 275.160 Powerline
497095.690 5419974.710 275.150 Powerline
497095.540 5419974.390 275.140 Powerline
497095.540 5419974.730 275.150 Powerline
497095.530 5419974.050 275.120 Powerline
497095.520 5419973.700 275.120 Powerline
497095.150 5419974.660 275.120 Powerline
497095.140 5419974.280 275.110 Roof
497095.130 5419973.910 275.100 Powerline
497095.120 5419973.530 275.100 Powerline
497095.110 5419973.550 275.090 Powerline
497095.070 5419973.860 275.120 Powerline
497095.040 5419974.180 275.100 Powerline
497095.000 5419974.510 275.140 Roof
497094.960 5419974.820 275.140 Roof
497094.920 5419973.460 275.150 Roof
497094.890 5419973.750 275.130 Powerline
497094.850 5419974.050 275.140 Roof
497094.820 5419974.340 275.130 Roof
497094.790 5419974.640 275.120 Powerline
497094.230 5419973.440 275.090 Powerline
497094.190 5419973.780 275.110 Powerline
497094.190 5419974.750 275.090 Powerline
497094.180 5419974.370 275.100 Car
497094.170 5419974.000 275.080 Powerline
497094.160 5419973.620 275.080 Car
497094.150 5419974.120 275.130 Powerline
497094.120 5419974.430 275.090 Powerline
497094.080 5419974.780 275.110 Car
497094.000 5419973.430 275.110 Powerline
497093.960 5419973.770 275.120 Powerline
497093.930 5419974.090 275.090 Powerline
497093.890 5419974.430 275.100 Powerline
497093.850 5419974.760 275.120 Powerline
497093.760 5419974.760 275.100 Roof
497093.750 5419974.370 275.090 Powerline
497093.740 5419973.590 275.080 Car
497093.740 5419973.970 275.090 Facade
497093.300 5419973.440 275.050 Car
497093.260 5419973.770 275.060 Powerline
497093.220 5419974.110 275.070 Powerline
497093.190 5419974.430 275.080 Powerline
497093.150 5419974.750 275.060 Powerline
497093.050 5419973.620 275.070 Powerline
497093.020 5419973.940 275.110 Powerline
497092.980 5419974.260 275.120 Powerline
497092.950 5419974.560 275.090 Powerline
497092.910 5419974.880 275.120 Powerline
497092.800 5419974.390 275.080 Powerline
497092.800 5419974.740 275.110 Powerline
497092.790 5419974.040 275.100 Powerline
497092.780 5419973.680 275.100 Powerline
497092.420 5419974.800 275.130 Powerline
497092.410 5419974.040 275.090 Roof
497092.410 5419974.420 275.120 Powerline
497092.400 5419973.660 275.090 Powerline
497092.370 5419973.390 275.120 Powerline
497092.330 5419973.700 275.110 Powerline
497092.290 5419974.020 275.150 Powerline
497092.260 5419974.340 275.130 Powerline
497092.220 5419974.660 275.140 Powerline
497092.150 5419973.540 275.120 Car
497092.120 5419973.840 275.120 Powerline
497092.080 5419974.130 275.140 Car
497092.050 5419974.440 275.150 Powerline
497092.010 5419974.740 275.150 Powerline
497091.500 5419974.660 275.140 Powerline
497091.490 5419974.280 275.140 Powerline
497091.480 5419973.900 275.140 Roof
497091.470 5419973.540 275.100 Powerline
497091.380 5419973.630 275.130 Powerline
497091.340 5419973.950 275.140 Powerline
497091.310 5419974.260 275.130 Roof
497091.280 5419974.570 275.110 Roof
497091.240 5419974.900 275.150 Powerline
497091.230 5419973.560 275.140 Roof
497091.190 5419973.850 275.150 Powerline
497091.160 5419974.140 275.170 Roof
497091.130 5419974.430 275.160 Powerline
497091.090 5419974.720 275.160 Powerline
497091.080 5419974.800 275.140 Roof
497091.070 5419974.420 275.140 Powerline
497091.060 5419973.660 275.150 Powerline
497091.060 5419974.040 275.180 Powerline
497090.440 5419973.630 275.200 Powerline
497090.400 5419973.960 275.230 Powerline
497090.370 5419974.270 275.220 Powerline
497090.330 5419974.580 275.200 Powerline
497090.290 5419974.910 275.210 Powerline
497090.250 5419973.600 275.210 Powerline
497090.210 5419973.910 275.220 Powerline
497090.180 5419974.210 275.230 Powerline
497090.160 5419974.670 275.220 Powerline
497090.150 5419974.290 275.220 Roof
497090.140 5419973.920 275.190 Powerline
497090.140 5419974.520 275.250 Roof
497090.130 5419973.540 275.200 Powerline
497090.110 5419974.810 275.240 Roof
497089.560 5419973.650 275.230 Roof
497089.530 5419973.580 284.750 Powerline
497089.520 5419973.970 275.230 Roof
497089.510 5419973.910 284.710 Roof
497089.790 5419976.220 275.210 Powerline
497089.500 5419973.550 284.670 Powerline
497089.490 5419973.900 284.740 Powerline
497089.490 5419974.300 275.240 Powerline
497089.450 5419974.630 275.220 Powerline
497089.340 5419973.430 275.220 Powerline
497089.310 5419973.750 275.240 Powerline
497089.300 5419973.500 285.600 Powerline
497089.280 5419973.700 285.270 Car
497089.270 5419973.840 284.750 Powerline
497089.270 5419974.050 275.230 Powerline
497089.240 5419974.360 275.240 Powerline
497089.200 5419974.670 275.230 Powerline
497088.640 5419973.470 278.760 Powerline
497088.610 5419973.440 285.780 Powerline
497088.610 5419973.780 278.710 Powerline
497088.600 5419973.580 285.250 Powerline
497088.580 5419973.750 284.780 Powerline
497088.570 5419974.080 278.700 Powerline
497088.540 5419974.400 278.720 Powerline
497088.500 5419974.710 278.690 Powerline
497088.430 5419973.510 278.720 Powerline
497088.420 5419973.360 285.900 Powerline
497088.410 5419973.500 285.450 Powerline
497088.400 5419973.800 278.700 Powerline
497088.390 5419973.650 284.980 Powerline
497088.370 5419973.820 284.560 Powerline
497088.360 5419974.100 278.710 Powerline
497088.330 5419974.400 278.720 Powerline
497088.300 5419974.690 278.710 Powerline
497087.700 5419973.630 278.720 Powerline
497087.690 5419973.400 285.510 Powerline
497087.670 5419973.570 285.000 Powerline
497087.660 5419973.750 284.540 Powerline
497087.660 5419973.950 278.700 Powerline
497087.630 5419974.280 278.690 Powerline
497087.590 5419974.610 278.700 Shrub
497087.490 5419973.550 278.700 Powerline
497087.480 5419973.390 285.520 Powerline
497087.460 5419973.550 285.020 Powerline
497087.450 5419973.880 278.740 Powerline
497087.440 5419973.730 284.620 Roof
497087.410 5419974.200 278.720 Powerline
497087.380 5419974.520 278.690 Powerline
497087.340 5419974.830 278.700 Powerline
497087.120 5419971.900 287.290 Roof
497087.130 5419972.250 287.260 Roof
497087.130 5419972.530 287.520 Roof
497087.170 5419973.130 286.470 Powerline
497087.490 5419973.230 286.040 Roof
497087.500 5419973.340 282.240 Powerline
497087.510 5419973.070 286.530 Powerline
497087.520 5419972.910 287.030 Car
497087.520 5419973.160 280.590 Powerline
497087.520 5419973.240 278.720 Powerline
497087.530 5419973.150 279.510 Powerline
497087.540 5419972.760 287.550 Powerline
497087.580 5419972.370 287.300 Powerline
497087.620 5419972.080 287.310 Powerline
497087.710 5419973.250 286.020 Powerline
497087.720 5419973.090 286.530 Powerline
497087.730 5419973.310 278.720 Powerline
497087.740 5419972.920 287.020 Powerline
497087.740 5419973.180 280.480 Powerline
497087.750 5419972.770 287.560 Powerline
497087.750 5419973.180 279.380 Powerline
497087.800 5419972.390 287.330 Powerline
497087.830 5419972.070 287.330 Powerline
497088.070 5419972.110 287.360 Powerline
497088.080 5419972.510 287.320 Powerline
497088.080 5419972.820 287.640 Powerline
497088.430 5419973.230 286.400 Powerline
497088.450 5419973.080 286.850 Powerline
497088.450 5419973.240 280.750 Powerline
497088.450 5419973.250 281.730 Powerline
497088.460 5419971.840 287.590 Powerline
497088.460 5419972.940 287.310 Powerline
497088.460 5419973.240 279.760 Powerline
497088.460 5419973.260 278.860 Powerline
497088.470 5419972.200 287.600 Powerline
497088.470 5419972.560 287.600 Powerline
497088.480 5419972.760 287.650 Powerline
497088.480 5419972.930 287.570 Powerline
497088.520 5419972.470 287.600 Powerline
497088.550 5419972.200 287.610 Powerline
497088.580 5419971.920 287.620 Powerline
497088.630 5419973.280 286.230 Car
497088.640 5419973.130 286.750 Car
497088.640 5419973.290 282.220 Powerline
497088.650 5419973.270 281.160 Car
497088.660 5419973.000 287.290 Car
497088.660 5419973.270 280.120 Car
497088.660 5419973.270 279.090 Roof
497088.680 5419972.760 287.510 Car
497088.720 5419972.450 287.420 Roof
497088.750 5419972.130 287.360 Roof
497088.790 5419971.830 287.350 Roof
497089.350 5419973.120 285.320 Roof
497089.380 5419972.830 285.330 Car
497089.380 5419973.110 275.200 Roof
497089.410 5419972.810 275.210 Powerline
497089.420 5419972.510 285.250 Powerline
497089.450 5419972.210 285.270 Powerline
497089.450 5419972.500 275.200 Powerline
497089.460 5419971.970 284.980 Powerline
497089.470 5419972.370 284.850 Powerline
497089.480 5419972.200 275.220 Powerline
497089.480 5419972.770 284.780 Powerline
497089.490 5419971.890 285.180 Powerline
497089.490 5419973.170 284.700 Powerline
497089.520 5419971.870 275.130 Powerline
497089.560 5419973.260 284.710 Powerline
497089.600 5419972.930 284.690 Powerline
497089.600 5419973.310 275.190 Powerline
497089.610 5419973.090 277.770 Shrub
497089.630 5419972.980 275.210 Shrub
497089.640 5419972.600 284.630 Powerline
497089.670 5419972.290 284.650 Powerline
497089.670 5419972.650 275.180 Powerline
497089.710 5419971.970 284.610 Powerline
497090.110 5419972.430 275.150 Powerline
497090.120 5419972.810 275.130 Powerline
497090.120 5419973.170 275.210 Powerline
497090.280 5419973.310 275.210 Car
497090.310 5419973.010 275.220 Powerline
497090.350 5419972.700 275.190 Powerline
497090.380 5419972.410 275.180 Powerline
497090.410 5419972.110 275.170 Powerline
497090.450 5419971.820 275.180 Powerline
497090.470 5419973.300 275.170 Powerline
497090.510 5419973.000 275.200 Roof
497090.540 5419972.680 275.180 Roof
497090.580 5419972.350 275.170 Roof
497090.610 5419972.040 275.160 Roof
497091.020 5419972.130 275.130 Facade
497091.030 5419972.520 275.140 Roof
497091.040 5419972.900 275.150 Car
497091.050 5419973.280 275.130 Shrub
497091.260 5419973.260 275.120 Roof
497091.290 5419972.980 275.150 Powerline
497091.320 5419972.690 275.140 Powerline
497091.360 5419972.410 275.160 Powerline
497091.390 5419972.110 275.100 Powerline
497091.420 5419971.830 275.120 Car
497091.420 5419973.320 275.150 Powerline
497091.440 5419972.030 275.100 Powerline
497091.450 5419972.390 275.090 Car
497091.450 5419972.990 275.100 Powerline
497091.460 5419972.780 275.090 Powerline
497091.460 5419973.150 275.130 Powerline
497091.490 5419972.680 275.100 Roof
497091.520 5419972.360 275.100 Roof
497091.560 5419972.050 275.070 Roof
497092.180 5419973.230 275.110 Car
497092.220 5419972.940 275.110 Roof
497092.250 5419972.640 275.110 Roof
497092.280 5419972.350 275.100 Car
497092.320 5419972.050 275.090 Roof
497092.360 5419972.140 275.080 Roof
497092.370 5419972.530 275.070 Facade
497092.380 5419972.900 275.100 Powerline
497092.390 5419973.290 275.080 Powerline
497092.400 5419973.060 275.100 Roof
497092.440 5419972.750 275.100 Roof
497092.470 5419972.430 275.080 Roof
497092.500 5419972.120 275.100 Roof
497092.540 5419971.810 275.110 Roof
497092.750 5419971.900 275.080 Roof
497092.750 5419972.260 275.090 Roof
497092.760 5419972.610 275.090 Powerline
497092.770 5419972.970 275.080 Roof
497092.780 5419973.330 275.080 Powerline
497093.090 5419973.310 275.090 Powerline
497093.120 5419973.000 275.080 Powerline
497093.160 5419972.690 275.070 Powerline
497093.190 5419972.380 275.060 Powerline
497093.230 5419972.070 275.090 Roof
497093.330 5419973.120 275.050 Powerline
497093.370 5419972.800 275.040 Powerline
497093.400 5419972.470 275.050 Powerline
497093.440 5419972.140 275.030 Facade
497093.470 5419971.830 275.050 Shrub
497093.700 5419972.010 275.030 Shrub
497093.710 5419972.400 275.040 Car
497093.720 5419972.790 275.060 Facade
497093.730 5419973.190 275.060 Roof
497094.040 5419973.090 275.080 Roof
497094.070 5419972.780 275.100 Shrub
497094.110 5419972.440 275.090 Shrub
497094.130 5419972.100 275.070 Roof
497094.140 5419972.490 275.080 Roof
497094.150 5419972.110 275.080 Powerline
497094.150 5419972.860 275.080 Roof
497094.150 5419973.240 275.080 Powerline
497094.190 5419971.790 275.060 Roof
497094.260 5419973.100 275.070 Roof
497094.300 5419972.770 275.080 Roof
497094.340 5419972.440 275.080 Roof
497094.370 5419972.110 275.070 Roof
497094.950 5419973.140 275.100 Roof
497094.990 5419972.860 275.110 Car
497095.020 5419972.560 275.120 Powerline
497095.050 5419972.270 275.120 Car
497095.080 5419972.010 275.080 Powerline
497095.090 5419971.970 275.090 Powerline
497095.090 5419972.390 275.100 Powerline
497095.100 5419972.780 275.080 Powerline
497095.110 5419973.150 275.100 Powerline
497095.140 5419973.230 275.100 Low Veg
497095.170 5419972.920 275.100 Low Veg
497095.210 5419972.610 275.110 Roof
497095.240 5419972.300 275.090 Roof
497095.280 5419971.980 275.080 Powerline
497095.490 5419971.950 275.110 Roof
497095.500 5419972.300 275.090 Powerline
497095.500 5419972.650 275.110 Roof
497095.510 5419973.000 275.130 Roof
497095.520 5419973.350 275.120 Roof
497095.870 5419973.070 275.110 Roof
497095.910 5419972.750 275.140 Roof
497095.950 5419972.420 275.130 Powerline
497095.980 5419972.110 275.130 Car
497096.080 5419973.100 275.140 Car
497096.120 5419972.760 275.120 Powerline
497096.150 5419972.430 275.100 Powerline
497096.190 5419972.100 275.120 Powerline
497096.440 5419971.830 275.070 Powerline
497096.450 5419972.210 275.100 Powerline
497096.460 5419972.590 275.110 Powerline
497096.470 5419972.980 275.110 Powerline
497096.480 5419973.350 275.120 Powerline
497096.430 5419971.450 275.080 Powerline
497096.420 5419971.060 275.080 Shrub
497096.410 5419970.280 275.080 Powerline
497096.410 5419970.670 275.080 Powerline
497096.370 5419970.450 275.100 Shrub
497096.330 5419970.780 275.090 Powerline
497096.300 5419971.110 275.100 Powerline
497096.260 5419971.430 275.090 Car
497096.230 5419971.760 275.100 Shrub
497096.160 5419970.500 275.100 Powerline
497096.130 5419970.820 275.080 Powerline
497096.090 5419971.150 275.120 Powerline
497096.050 5419971.460 275.100 Powerline
497096.020 5419971.780 275.090 Powerline
497095.480 5419971.590 275.090 Powerline
497095.470 5419971.250 275.060 Powerline
497095.460 5419970.540 275.070 Powerline
497095.460 5419970.880 275.110 Powerline
497095.450 5419970.430 275.080 Powerline
497095.410 5419970.740 275.080 Facade
497095.380 5419971.050 275.080 Powerline
497095.340 5419971.370 275.100 Car
497095.310 5419971.660 275.070 Powerline
497095.280 5419970.220 275.080 Powerline
497095.250 5419970.520 275.090 Powerline
497095.220 5419970.810 275.090 Powerline
497095.180 5419971.090 275.080 Powerline
497095.150 5419971.380 275.080 Facade
497095.120 5419971.680 275.090 Powerline
497095.070 5419971.260 275.050 Powerline
497095.070 5419971.630 275.060 Powerline
497095.060 5419970.870 275.060 Powerline
497095.050 5419970.490 275.050 Powerline
497094.560 5419970.460 275.030 Powerline
497094.520 5419970.800 275.050 Powerline
497094.480 5419971.130 275.050 Powerline
497094.450 5419971.450 275.070 Powerline
497094.410 5419971.780 275.060 Powerline
497094.330 5419970.490 275.070 Powerline
497094.290 5419970.820 275.070 Powerline
497094.260 5419971.130 275.080 Roof
497094.220 5419971.460 275.080 Powerline
497094.120 5419971.720 275.050 Powerline
497094.110 5419970.970 275.040 Powerline
497094.110 5419971.340 275.080 Facade
497094.100 5419970.580 275.030 Powerline
497094.090 5419970.210 275.020 Powerline
497093.690 5419971.600 275.050 Powerline
497093.680 5419971.210 275.020 Roof
497093.670 5419970.810 275.000 Powerline
497093.660 5419970.420 274.990 Powerline
497093.650 5419970.220 275.010 Powerline
497093.620 5419970.540 275.010 Car
497093.580 5419970.860 275.020 Powerline
497093.550 5419971.180 275.040 Powerline
497093.510 5419971.500 275.040 Powerline
497093.440 5419970.220 275.030 Powerline
497093.400 5419970.540 275.050 Powerline
497093.370 5419970.830 275.040 Car
497093.330 5419971.140 275.050 Shrub
497093.300 5419971.450 275.060 Shrub
497093.260 5419971.760 275.060 Shrub
497092.740 5419971.550 275.060 Shrub
497092.730 5419971.190 275.070 Car
497092.720 5419970.830 275.060 Shrub
497092.710 5419970.250 275.060 Shrub
497092.710 5419970.470 275.080 Shrub
497092.680 5419970.550 275.060 Shrub
497092.640 5419970.870 275.080 Shrub
497092.610 5419971.180 275.060 Powerline
497092.570 5419971.490 275.060 Powerline
497092.520 5419970.290 275.080 Powerline
497092.490 5419970.570 275.070 Powerline
497092.450 5419970.860 275.060 Powerline
497092.420 5419971.160 275.060 Powerline
497092.390 5419971.460 275.080 Powerline
497092.350 5419971.750 275.090 Powerline
497092.350 5419971.770 275.070 Powerline
497092.340 5419971.380 275.070 Powerline
497092.330 5419971.000 275.040 Powerline
497092.320 5419970.630 275.030 Powerline
497092.310 5419970.240 275.060 Powerline
497091.730 5419970.500 275.090 Powerline
497091.690 5419970.810 275.060 Powerline
497091.660 5419971.120 275.080 Powerline
497091.630 5419971.420 275.060 Powerline
497091.590 5419971.740 275.090 Powerline
497091.580 5419970.400 275.110 Powerline
497091.550 5419970.690 275.120 Powerline
497091.520 5419970.970 275.100 Low Veg
497091.490 5419971.250 275.120 Powerline
497091.450 5419971.540 275.120 Powerline
497091.430 5419971.640 275.080 Powerline
497091.420 5419971.260 275.080 Low Veg
497091.410 5419970.490 275.130 Powerline
497091.410 5419970.880 275.090 Low Veg
497091.010 5419971.760 275.130 Powerline
497091.000 5419971.370 275.130 Low Veg
497090.990 5419970.990 275.120 Low Veg
497090.980 5419970.590 275.120 Low Veg
497090.970 5419970.210 275.130 Shrub
497090.790 5419970.490 275.160 Powerline
497090.750 5419970.800 275.150 Shrub
497090.720 5419971.100 275.150 Low Veg
497090.680 5419971.410 275.140 Shrub
497090.650 5419971.740 275.190 Powerline
497090.610 5419970.350 275.150 Low Veg
497090.580 5419970.650 275.160 Car
497090.550 5419970.930 275.160 Powerline
497090.510 5419971.230 275.170 Powerline
497090.480 5419971.530 275.180 Powerline
497089.880 5419970.410 284.590 Powerline
497090.240 5419967.510 275.110 Powerline
497089.840 5419970.720 284.600 Powerline
497090.210 5419967.810 275.080 Powerline
497089.810 5419971.050 284.640 Car
497090.170 5419968.140 275.120 Powerline
497089.780 5419971.350 284.630 Shrub
497090.140 5419968.440 275.070 Powerline
497089.740 5419971.650 284.590 Powerline
497089.650 5419970.400 285.070 Powerline
497089.620 5419970.700 285.090 Powerline
497089.580 5419971.010 285.170 Car
497089.550 5419971.290 285.130 Powerline
497089.520 5419971.620 285.220 Powerline
497089.440 5419971.560 285.100 Powerline
497089.430 5419971.150 285.220 Car
497089.410 5419970.730 285.450 Car
497088.950 5419970.360 287.300 Roof
497088.920 5419970.630 287.240 Powerline
497088.880 5419970.930 287.310 Shrub
497088.850 5419971.220 287.280 Powerline
497088.820 5419971.530 287.320 Powerline
497088.770 5419970.260 287.650 Shrub
497088.740 5419970.530 287.630 Shrub
497088.700 5419970.820 287.640 Powerline
497088.670 5419971.090 287.610 Powerline
497088.640 5419971.360 287.620 Car
497088.610 5419971.630 287.610 Powerline
497088.450 5419971.130 287.520 Powerline
497088.450 5419971.480 287.560 Powerline
497088.440 5419970.440 287.310 Powerline
497088.440 5419970.790 287.400 Powerline
497088.060 5419971.740 287.310 Powerline
497088.050 5419971.360 287.300 Powerline
497088.040 5419970.990 287.250 Powerline
497088.030 5419970.590 287.260 Powerline
497088.000 5419970.500 287.270 Powerline
497087.970 5419970.820 287.270 Powerline
497087.940 5419971.130 287.300 Shrub
497087.900 5419971.440 287.300 Car
497087.860 5419971.770 287.360 Shrub
497087.820 5419970.240 287.310 Shrub
497087.790 5419970.550 287.330 Shrub
497087.760 5419970.850 287.280 Powerline
497087.720 5419971.160 287.330 Powerline
497087.690 5419971.450 287.280 Shrub
497087.650 5419971.780 287.340 Shrub
497087.110 5419971.560 287.290 Powerline
497087.100 5419970.860 287.270 Powerline
497087.100 5419971.200 287.310 Powerline
497087.090 5419970.400 287.320 Powerline
497087.090 5419970.520 287.300 Roof
497087.060 5419970.710 287.290 Powerline
497089.160 5419990.670 275.420 Powerline
497089.290 5419990.730 275.430 Powerline
497089.480 5419990.750 275.420 Powerline
497090.220 5419990.660 275.400 Facade
497091.130 5419990.670 275.360 Powerline
497091.460 5419990.890 275.350 Powerline
497091.840 5419990.910 275.360 Powerline
497092.050 5419990.820 275.380 Powerline
497092.800 5419990.720 275.360 Powerline
497092.970 5419990.820 275.440 Car
497092.980 5419990.750 276.430 Powerline
497093.140 5419990.700 275.380 Powerline
497093.150 5419991.010 275.420 Powerline
497093.180 5419991.000 275.380 Powerline
497093.190 5419990.950 276.500 Powerline
497093.900 5419990.760 275.420 Car
497094.110 5419990.960 275.400 Powerline
497094.140 5419990.670 275.390 Powerline
497094.150 5419991.040 275.410 Powerline
497094.520 5419990.700 275.380 Powerline
497094.530 5419991.040 275.410 Powerline
497094.790 5419990.890 275.430 Powerline
497095.030 5419990.980 275.410 Shrub
497095.530 5419990.920 275.390 Shrub
497095.670 5419991.140 275.410 Powerline
497095.710 5419990.780 275.430 Powerline
497095.880 5419990.730 275.430 Powerline
497095.890 5419991.060 275.410 Powerline
497095.910 5419991.110 275.420 Powerline
497095.950 5419990.730 275.390 Powerline
497096.560 5419990.980 275.430 Powerline
497096.640 5419990.270 275.410 Powerline
497096.600 5419990.630 275.410 Powerline
497096.110 5419989.270 275.390 Powerline
497096.070 5419989.640 275.400 Powerline
497096.030 5419989.990 275.400 Powerline
497095.990 5419990.360 275.410 Powerline
497095.870 5419989.350 275.390 Powerline
497095.870 5419990.100 275.390 Powerline
497095.870 5419990.420 275.390 Powerline
497095.860 5419989.780 275.400 Powerline
497095.850 5419989.130 275.380 Powerline
497095.850 5419989.460 275.380 Powerline
497095.820 5419989.710 275.410 Powerline
497095.790 5419990.070 275.400 Powerline
497095.750 5419990.420 275.420 Powerline
497095.520 5419990.570 275.380 Powerline
497095.510 5419990.210 275.400 Powerline
497095.500 5419989.520 275.370 Powerline
497095.500 5419989.860 275.380 Powerline
497095.490 5419989.170 275.380 Powerline
497095.240 5419989.150 275.370 Powerline
497095.190 5419989.520 275.390 Car
497095.150 5419989.880 275.390 Powerline
497095.110 5419990.240 275.380 Powerline
497095.070 5419990.610 275.380 Powerline
497094.990 5419989.110 275.390 Powerline
497094.950 5419989.460 275.380 Powerline
497094.910 5419989.830 275.400 Car
497094.870 5419990.190 275.420 Car
497094.830 5419990.530 275.410 Powerline
497094.510 5419989.990 275.400 Powerline
497094.510 5419990.340 275.390 Powerline
497094.500 5419989.640 275.400 Powerline
497094.490 5419989.290 275.380 Powerline
497094.320 5419989.130 275.360 Powerline
497094.280 5419989.500 275.370 Powerline
497094.240 5419989.860 275.390 Powerline
497094.200 5419990.220 275.390 Powerline
497094.160 5419990.580 275.370 Powerline
497094.130 5419990.310 275.360 Car
497094.120 5419989.950 275.360 Car
497094.110 5419989.580 275.370 Powerline
497094.100 5419989.210 275.350 Powerline
497094.050 5419989.350 275.380 Powerline
497094.020 5419989.700 275.380 Powerline
497093.970 5419990.060 275.410 Powerline
497093.940 5419990.410 275.410 Powerline
497093.380 5419989.220 276.560 Powerline
497093.340 5419989.550 276.470 Powerline
497093.300 5419989.910 276.570 Powerline
497093.260 5419990.250 276.500 Powerline
497093.230 5419990.570 276.400 Powerline
497093.160 5419989.170 276.720 Powerline
497093.130 5419990.050 275.360 Powerline
497093.130 5419990.360 275.380 Roof
497093.120 5419989.510 276.750 Roof
497093.120 5419989.710 275.380 Roof
497093.110 5419989.380 275.380 Roof
497093.080 5419989.820 276.650 Roof
497093.050 5419990.110 276.490 Powerline
497093.020 5419990.400 276.400 Powerline
497092.790 5419990.380 275.350 Roof
497092.780 5419989.680 275.320 Roof
497092.780 5419990.030 275.350 Roof
497092.770 5419989.330 275.340 Car
497092.490 5419989.180 276.790 Powerline
497092.450 5419989.530 276.710 Shrub
497092.410 5419989.880 276.670 Shrub
497092.380 5419990.180 276.440 Car
497092.340 5419990.530 276.400 Powerline
497092.330 5419990.620 275.360 Roof
497092.210 5419989.380 276.710 Car
497092.170 5419989.750 276.740 Roof
497092.140 5419990.020 276.450 Shrub
497092.100 5419990.360 276.390 Powerline
497092.090 5419990.470 275.390 Powerline
497091.830 5419990.220 275.350 Powerline
497091.830 5419990.560 275.360 Roof
497091.820 5419989.870 275.330 Roof
497091.810 5419989.510 275.370 Roof
497091.800 5419989.170 275.340 Powerline
497091.560 5419989.190 275.330 Roof
497091.520 5419989.540 275.340 Powerline
497091.480 5419989.900 275.350 Powerline
497091.460 5419990.540 275.340 Powerline
497091.450 5419990.180 275.360 Powerline
497091.440 5419989.830 275.340 Powerline
497091.440 5419990.260 275.350 Powerline
497091.430 5419989.470 275.340 Powerline
497091.420 5419989.110 275.340 Powerline
497091.400 5419990.610 275.350 Roof
